"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-06","34.3",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-07","33.3","40.2","26.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-08","33.6",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-09","33.2",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-10","31.3","40.6","19.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-11","32.9",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-12","34.1",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-13","34.9",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-14","36.3",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-15","33.8","41.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-16","36.2",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-17","34.6","42.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-18","36.1",,"28.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-19","37.0",,"29.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-20","36.8",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-21","35.4",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-22","36.4",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-23","36.3","42.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-24","37.9",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-25","37.7",,"29.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-26","37.0","43.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-27","34.2","42.7","25.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-28","33.7","41.0","25.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-29","33.2","40.2","23.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-30","33.3","39.0","27.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-05-31","34.1",,"26.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-01","34.3",,"27.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-02","35.2",,"28.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-03","35.6",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-04","32.6","40.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-05","33.1",,"27.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-06","30.1","39.1","23.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-07","28.9","37.2","23.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-08","27.8","33.5","20.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-09","28.2",,"24.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-10","29.2","35.3","24.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-11","27.8","34.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-12","26.9",,"23.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-13","24.9","32.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-14","27.6",,"22.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-15","26.4",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-16","26.2","32.8","23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-17","27.5",,"23.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-18","27.5",,"23.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-19","24.7","33.2","22.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-20","28.0",,"23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-21","29.0",,"23.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-22","28.7",,"23.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-23","26.1","35.0","23.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-24","28.6",,"23.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-25","28.2","34.0","24.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-26","26.2","32.5","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-27","27.9",,"22.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-28","25.7","32.2","22.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-29","27.2",,"23.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-06-30","28.4",,"23.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-01","28.3","33.8","24.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-02","28.0","32.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-03","28.4",,"24.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-04","29.2","33.5","24.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-05","27.4","34.0","23.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-06","26.3","32.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-07","26.4","30.2","22.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-08","28.3",,"21.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-09","27.5","33.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-10","27.4","32.4","23.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-11","27.2","33.3","24.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-12","27.7",,"23.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-13","26.3","32.4","23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-14","25.4","31.0","22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-15","26.8",,"22.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-16","25.2","30.6","22.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-17","24.3","29.0","21.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-18","23.2","26.7","20.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-19","25.3",,"21.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-20","25.9",,"22.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-21","28.1",,"23.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-22","28.4","32.2","23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-23","29.3",,"23.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-24","28.0","32.3","23.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-25","28.4",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-26","28.7","33.6","23.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-27","27.8","34.0","23.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-28","26.9","32.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-29","28.6",,"23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-30","29.0","34.1","23.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-07-31","29.6",,"24.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-01","29.4","34.6","24.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-02","29.2","33.4","24.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-03","28.6","33.7","23.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-04","27.3","33.5","23.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-05","28.2",,"24.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-06","28.7","32.2","24.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-07","27.9","33.2","24.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-08","28.8","33.8","24.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-09","24.4","32.8","22.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-10","27.1",,"21.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-11","27.0",,"22.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-12","26.4","32.4","22.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-13","25.4","31.2","21.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-14","26.0","29.2","21.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-15","27.2",,"22.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-16","26.8","31.9","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-17","26.9","31.2","23.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-18","24.9","30.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-19","23.8","26.1","21.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-20","24.1",,"21.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-21","27.0",,"20.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-22","27.7",,"23.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-23","28.6","32.9","23.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-24","27.3","32.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-25","25.9","31.8","22.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-26","25.6",,"21.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-27","25.7","29.5","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-28","25.4","30.2","22.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-29","24.8",,"22.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-30","27.7",,"22.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-08-31","28.6","32.0","22.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-01","28.6","32.6","23.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-02","28.8","33.0","23.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-03","29.4","33.6","23.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-04","28.7","34.1","24.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-05","29.2","34.0","24.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-06","25.8","33.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-07","28.3",,"22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-08","28.8","33.3","24.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-09","29.2","33.1","23.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-10","29.3","33.8","24.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-11","28.3","33.0","24.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-12","29.6",,"23.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-13","28.5",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-14","26.0","35.2","20.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-15","27.5",,"21.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-16","27.4","32.0","21.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-17","26.0","33.0","23.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-18","25.9","31.2","22.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-19","26.7","29.0","22.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-20","26.2","30.0","22.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-21","25.8","29.0","22.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-22","26.6",,"22.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-23","28.5",,"22.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-24","28.8","32.8","22.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-25","26.4","33.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-26","28.6",,"22.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-27","26.8","33.0","22.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-28","26.4","31.5","22.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-29","25.8","31.0","22.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-09-30","27.7","31.0","21.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-01","28.9",,"23.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-02","26.8","33.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-03","25.8","31.9","21.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-04","26.3",,"23.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-05","27.0",,"22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-06","26.2","31.2","22.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-07","27.4",,"22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-08","26.1","31.6","22.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-09","27.6",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-10","27.2","33.2","19.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-11","27.3",,"22.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-12","27.0","32.8","22.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-13","27.6",,"21.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-14","26.8","32.6","23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-15","26.6","32.5","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-16","27.6",,"21.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-17","27.7","33.0","20.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-18","27.2","33.8","20.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-19","26.2","33.0","18.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-20","27.2",,"19.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-21","28.1","33.2","20.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-22","27.8",,"22.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-23","28.5","32.8","22.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-24","27.4","33.2","23.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-25","27.7","32.8","21.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-26","26.9","32.7","21.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-27","27.2",,"19.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-28","26.6","32.4","20.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-29","26.3","32.0","18.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-30","26.1","31.2","18.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-10-31","25.6","31.5","16.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-01","25.2","31.5","16.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-02","24.0","30.6","15.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-03","24.8","30.3","16.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-04","24.9","29.7","16.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-05","26.4",,"20.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-06","25.9","31.5","18.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-07","25.6","31.9","17.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-08","25.2","31.6","17.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-09","25.6","31.5","17.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-10","24.9","31.7","16.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-11","23.1","30.6","15.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-12","24.0","30.0","14.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-13","24.9",,"16.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-14","26.1","31.5","18.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-15","27.3",,"20.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-16","26.8","33.0","20.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-17","26.7","33.2","19.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-18","27.4","31.7","20.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-19","26.9","31.8","22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-20","27.4","31.3","20.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-21","27.0","32.2","20.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-22","27.9",,"21.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-23","27.4","33.3","20.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-24","27.7","33.3","21.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-25","24.9","32.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-26","23.5","31.8","16.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-27","24.1","31.8","15.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-28","23.6","32.0","14.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-29","23.5","31.2","16.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-11-30","24.3",,"15.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-01","24.3","30.1","18.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-02","22.4",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-03","23.3",,"17.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-04","23.6","29.2","16.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-05","23.6","28.5","18.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-06","25.1",,"18.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-07","25.4","31.4","17.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-08","25.6","31.8","16.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-09","25.2","32.6","17.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-10","24.1","31.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-11","23.1","31.3","12.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-12","24.6","32.0","13.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-13","24.6","32.2","16.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-14","25.1","31.2","17.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-15","24.0","31.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-16","23.4","29.6","16.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-17","23.4","29.3","15.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-18","23.6","29.0","14.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-19","22.4","29.0","12.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-20","21.6","29.3","10.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-21","22.8","29.6","12.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-22","22.1","29.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-23","21.8","30.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-24","22.2","29.8","13.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-25","23.8",,"14.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-26","22.8","31.3","14.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-27","21.9","30.0","12.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-28","21.7","29.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-29","21.6","29.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-30","21.1","28.6","11.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2017-12-31","23.4",,"12.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-01","24.2",,"14.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-02","23.8","31.5","15.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-03","23.5","29.6","16.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-04","22.8","29.2","14.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-05","22.2","29.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-06","21.6","29.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-07","23.1","29.6","13.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-08","22.2","29.4","14.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-09","22.2","27.7","14.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-10","23.7",,"14.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-11","25.1",,"15.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-12","25.1","32.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-13","25.2","33.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-14","24.7","32.8","15.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-15","26.2","32.0","18.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-16","25.8","33.0","17.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-17","24.6","33.0","15.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-18","24.4","31.3","15.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-19","24.2","31.5","14.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-20","23.3","31.4","12.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-21","23.2","31.0","12.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-22","23.3","30.1","14.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-23","24.4",,"16.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-24","23.4","31.4","16.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-25","24.0","31.4","14.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-26","24.3","31.4","13.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-27","24.2","31.0","13.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-28","24.3","30.5","15.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-29","24.2","30.5","16.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-30","23.4","30.0","13.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-01-31","23.7","31.0","11.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-01","24.4","32.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-02","24.6","32.3","12.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-03","25.2","32.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-04","24.6","32.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-05","24.5","31.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-06","24.6","30.5","14.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-07","24.4","30.1","15.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-08","26.6",,"17.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-09","26.2","33.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-10","25.7","32.4","17.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-11","26.4",,"18.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-12","25.8","31.2","19.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-13","25.3","31.6","18.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-14","25.1","30.3","18.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-15","26.1",,"17.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-16","26.1",,"16.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-17","26.9",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-18","27.4","33.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-19","27.7",,"19.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-20","27.7",,"20.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-21","27.3","33.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-22","27.7",,"19.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-23","27.8","33.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-24","27.8","33.5","19.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-25","26.5","32.6","16.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-26","27.5",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-27","28.2",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-02-28","28.8","35.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-03-01","29.8","35.8","18.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-03-02","29.6","35.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-03-03","29.5",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-03-04","30.4",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-03-05","30.7",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-03-06","29.8","37.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-03-07","30.2","36.7","21.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-03-08","29.6","36.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-03-09","29.4",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-03-10","29.6",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-03-11","29.9","37.0","25.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-03-12","29.6",,"23.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-03-13","29.9",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-03-14","31.1",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-03-15","31.2","37.7","24.3"
